pmid,pmcid,doi,secondary_doi,collection_id,collection_name,source,image_name,map_type,image_file,collection_id.1,image_id,number_of_subjects,cognitive_paradigm_cogatlas_id,cognitive_contrast_cogatlas_id,contrast_definition,cognitive_paradigm_cogatlas_name,cognitive_contrast_cogatlas_name,image_path,contrast_id,id
32702288.0,7529977.0,10.1016/j.neuron.2020.06.030,,8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",neurovault,Fig.3 A - IF1F2,T,images/8079/spmT_0001_7.nii.gz,8079,391781,27.0,tsk_Ncknr0soiM4IV,,,social decision-making task,None / Other,8079-391781_spmT_0001_7.nii.gz,"collection_id    8079
collection_id    8079
Name: 2517, dtype: object-391781","32702288.0-collection_id    8079
collection_id    8079
Name: 2517, dtype: object-391781"
32702288.0,7529977.0,10.1016/j.neuron.2020.06.030,,8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",neurovault,Fig.3 A - IH2F1,T,images/8079/spmT_0001_3.nii.gz,8079,391777,27.0,tsk_Ncknr0soiM4IV,,,social decision-making task,None / Other,8079-391777_spmT_0001_3.nii.gz,"collection_id    8079
collection_id    8079
Name: 2518, dtype: object-391777","32702288.0-collection_id    8079
collection_id    8079
Name: 2518, dtype: object-391777"
33385747.0,,10.1016/j.cortex.2020.11.019,,8070,Neural divergence and convergence for attention to and detection of interoceptive and somatosensory stimuli,neurovault,Somatosensory Focus vs Baseline,Z,images/8070/zstat1_5.nii.gz,8070,391767,28.0,trm_553ebfc390256,cnt_553ebfc3ab40d,,perceptual discrimination task,perception,8070-391767_zstat1_5.nii.gz,"collection_id    8070
collection_id    8070
Name: 2519, dtype: object-391767","33385747.0-collection_id    8070
collection_id    8070
Name: 2519, dtype: object-391767"
32702288.0,7529977.0,10.1016/j.neuron.2020.06.030,,8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",neurovault,Fig.4 Repetition Suppression,T,images/8079/spmT_0001_8.nii.gz,8079,391782,27.0,tsk_Ncknr0soiM4IV,,,social decision-making task,None / Other,8079-391782_spmT_0001_8.nii.gz,"collection_id    8079
collection_id    8079
Name: 2520, dtype: object-391782","32702288.0-collection_id    8079
collection_id    8079
Name: 2520, dtype: object-391782"
32702288.0,7529977.0,10.1016/j.neuron.2020.06.030,,8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",neurovault,"Fig.5 H RSA, Effects of E",T,images/8079/spmT_0001_9.nii.gz,8079,391783,27.0,tsk_Ncknr0soiM4IV,,,social decision-making task,None / Other,8079-391783_spmT_0001_9.nii.gz,"collection_id    8079
collection_id    8079
Name: 2521, dtype: object-391783","32702288.0-collection_id    8079
collection_id    8079
Name: 2521, dtype: object-391783"
32702288.0,7529977.0,10.1016/j.neuron.2020.06.030,,8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",neurovault,"Fig.5 I RSA, Effects of E'",T,images/8079/spmT_0001_10.nii.gz,8079,391784,27.0,tsk_Ncknr0soiM4IV,,,social decision-making task,None / Other,8079-391784_spmT_0001_10.nii.gz,"collection_id    8079
collection_id    8079
Name: 2522, dtype: object-391784","32702288.0-collection_id    8079
collection_id    8079
Name: 2522, dtype: object-391784"
32702288.0,7529977.0,10.1016/j.neuron.2020.06.030,,8079,"Map Making: Constructing, Combining, and Inferring on Abstract Cognitive Maps",neurovault,"Fig.S6 A RSA, Effects of D ",T,images/8079/spmT_0001_11.nii.gz,8079,391785,27.0,tsk_Ncknr0soiM4IV,,,social decision-making task,None / Other,8079-391785_spmT_0001_11.nii.gz,"collection_id    8079
collection_id    8079
Name: 2523, dtype: object-391785","32702288.0-collection_id    8079
collection_id    8079
Name: 2523, dtype: object-391785"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Cue-Reactivity Task - Whole Brain one-sample t-test Smoke + Neutral > baseline,T,images/8086/spmT_0001_pos_1.nii.gz,8086,392355,48.0,trm_50df0d8dc717b,cnt_5005b3ba37b11,,attention bias,number of distractors,8086-392355_spmT_0001_pos_1.nii.gz,"collection_id    8086
collection_id    8086
Name: 2525, dtype: object-392355","33567443.0-collection_id    8086
collection_id    8086
Name: 2525, dtype: object-392355"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Cue-Reactivity Task - Whole Brain one-sample t-test Smoke + Neutral < baseline,T,images/8086/spmT_0002_neg.nii.gz,8086,392356,48.0,trm_50df0d8dc717b,,,attention bias,None / Other,8086-392356_spmT_0002_neg.nii.gz,"collection_id    8086
collection_id    8086
Name: 2526, dtype: object-392356","33567443.0-collection_id    8086
collection_id    8086
Name: 2526, dtype: object-392356"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Cue-Reactivity Task - Whole Brain one-sample t-test Smoke > Neutral,T,images/8086/spmT_0001_smoke_more_neutral.nii.gz,8086,392357,48.0,trm_50df0d8dc717b,,,attention bias,None / Other,8086-392357_spmT_0001_smoke_more_neutral.nii.gz,"collection_id    8086
collection_id    8086
Name: 2527, dtype: object-392357","33567443.0-collection_id    8086
collection_id    8086
Name: 2527, dtype: object-392357"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Cue-Reactivity Task - Whole Brain one-sample t-test Neutral > Smoke ,T,images/8086/spmT_0002_neutral_more_smoke.nii.gz,8086,392358,48.0,trm_50df0d8dc717b,,,attention bias,None / Other,8086-392358_spmT_0002_neutral_more_smoke.nii.gz,"collection_id    8086
collection_id    8086
Name: 2528, dtype: object-392358","33567443.0-collection_id    8086
collection_id    8086
Name: 2528, dtype: object-392358"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Cue-Reactivity Task - linear regression Smoke > Neutral positive,T,images/8086/spmT_0002_pos.nii.gz,8086,392359,48.0,trm_50df0d8dc717b,,,attention bias,None / Other,8086-392359_spmT_0002_pos.nii.gz,"collection_id    8086
collection_id    8086
Name: 2529, dtype: object-392359","33567443.0-collection_id    8086
collection_id    8086
Name: 2529, dtype: object-392359"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Cue-Reactivity Task - linear regression Smoke > Neutral negative,T,images/8086/spmT_0001_neg.nii.gz,8086,392360,48.0,trm_50df0d8dc717b,,,attention bias,None / Other,8086-392360_spmT_0001_neg.nii.gz,"collection_id    8086
collection_id    8086
Name: 2530, dtype: object-392360","33567443.0-collection_id    8086
collection_id    8086
Name: 2530, dtype: object-392360"
33357385.0,7889496.0,,10.1016/j.neuron.2020.11.024,7150,Entorhinal and ventromedial prefrontal cortices abstract and generalise the structure of reinforcement learning problems,pubget,Correlates of chosen action value from a model with knowledge about the structure of a correlated bandits task,T,images/7150/spmT_GLM1_STRUCT_0001.nii.gz,7150,388823,28.0,trm_551f151f7347e,,,acquired equivalence,None / Other,7150-388823_spmT_GLM1_STRUCT_0001.nii.gz,"collection_id    7150
collection_id    7150
Name: 2531, dtype: object-388823","33357385.0-collection_id    7150
collection_id    7150
Name: 2531, dtype: object-388823"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Go/NoGo Task - Whole Brain one-sample t-test Nogo > Go,T,images/8086/spmT_0001_Nogo_more_Go.nii.gz,8086,392361,47.0,tsk_4a57abb949a93,cnt_4ded4dc5b5118,,go/no-go task,stop minus go,8086-392361_spmT_0001_Nogo_more_Go.nii.gz,"collection_id    8086
collection_id    8086
Name: 2532, dtype: object-392361","33567443.0-collection_id    8086
collection_id    8086
Name: 2532, dtype: object-392361"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Go/NoGo Task - Whole Brain one-sample t-test Go > Nogo,T,images/8086/spmT_0002_Go_more_Nogo.nii.gz,8086,392362,47.0,tsk_4a57abb949a93,Other,go > nogo,go/no-go task,Other,8086-392362_spmT_0002_Go_more_Nogo.nii.gz,"collection_id    8086
collection_id    8086
Name: 2533, dtype: object-392362","33567443.0-collection_id    8086
collection_id    8086
Name: 2533, dtype: object-392362"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Go/NoGo Task - linear regression NoGo correct > Go correct positive,T,images/8086/spmT_0001_pos.nii.gz,8086,392363,47.0,tsk_4a57abb949a93,cnt_4ded4dc5b5118,,go/no-go task,stop minus go,8086-392363_spmT_0001_pos.nii.gz,"collection_id    8086
collection_id    8086
Name: 2534, dtype: object-392363","33567443.0-collection_id    8086
collection_id    8086
Name: 2534, dtype: object-392363"
33567443.0,8491477.0,10.1159/000512891,,8086,Environmental Tobacco Smoke Exposure and Brain Functioning Associated with Smoking Cue-Reactivity and Inhibitory Control in Nonsmoking Adolescents,neurovault,Go/NoGo Task - linear regression NoGo correct > Go correct negative,T,images/8086/spmT_0002_neg_1.nii.gz,8086,392364,47.0,tsk_4a57abb949a93,cnt_4ded4dc5b5118,,go/no-go task,stop minus go,8086-392364_spmT_0002_neg_1.nii.gz,"collection_id    8086
collection_id    8086
Name: 2535, dtype: object-392364","33567443.0-collection_id    8086
collection_id    8086
Name: 2535, dtype: object-392364"
33285329.0,7836232.0,10.1016/j.neuroimage.2020.117599,,8615,Functional organisation for verb generation in children with developmental language disorder,neurovault,DLD: VG>Rest,Z,images/8615/zstat1_1.nii.gz,8615,403942,50.0,trm_4f24183fe80c6,,Verb Generation ,verb generation task,None / Other,8615-403942_zstat1_1.nii.gz,"collection_id    8615
collection_id    8615
Name: 2536, dtype: object-403942","33285329.0-collection_id    8615
collection_id    8615
Name: 2536, dtype: object-403942"
32931848.0,,10.1016/j.neuroscience.2020.09.015,,3263,Relationship-specific Encoding of Social Touch in Somatosensory and Insular Cortices,neurovault,Main effect of see hand at 20 cm,T,images/3263/spmT_0001_2.nii.gz,3263,58203,19.0,trm_551b17b190582,,main effect of observe confederates' hand at 20 cm from own thigh (compared to baseline),intensity for somatosensory stimulation,None / Other,3263-58203_spmT_0001_2.nii.gz,"collection_id    3263
collection_id    3263
Name: 2537, dtype: object-58203","32931848.0-collection_id    3263
collection_id    3263
Name: 2537, dtype: object-58203"
32596456.0,7304967.0,10.1126/sciadv.aba3828,,6558,The value of what’s to come: Neural mechanisms coupling prediction error and the utility of anticipation,neurovault,PPI: vmPFC (the utility of anticipation) X Anticipation reward prediction error at predictive cues,T,images/6558/t_g_4.nii.gz,6558,359809,39.0,trm_550b5c1a7f4db,Other,,gambling fMRI task paradigm,Other,6558-359809_t_g_4.nii.gz,"collection_id    6558
collection_id    6558
Name: 2538, dtype: object-359809","32596456.0-collection_id    6558
collection_id    6558
Name: 2538, dtype: object-359809"
33524577.0,,10.1016/j.neuroimage.2021.117811,,7767,Cognitive and hormonal regulation of appetite for food presented in the olfactory and visual modalities,neurovault,Up-regulation of appetite increases dmPFC activity,T,images/7767/spmT_Stimuli_IND-NAT.nii.gz,7767,390179,24.0,trm_4f2420b042165,,,reappraisal task,None / Other,7767-390179_spmT_Stimuli_IND-NAT.nii.gz,"collection_id    7767
collection_id    7767
Name: 2539, dtype: object-390179","33524577.0-collection_id    7767
collection_id    7767
Name: 2539, dtype: object-390179"
33524577.0,,10.1016/j.neuroimage.2021.117811,,7767,Cognitive and hormonal regulation of appetite for food presented in the olfactory and visual modalities,neurovault,Down-regulation during the Distance condition increases activity of the bilateral superior PFC and the right dlPFC,T,images/7767/spmT_Stimuli_DIS-NAT.nii.gz,7767,390180,24.0,trm_4f2420b042165,,,reappraisal task,None / Other,7767-390180_spmT_Stimuli_DIS-NAT.nii.gz,"collection_id    7767
collection_id    7767
Name: 2540, dtype: object-390180","33524577.0-collection_id    7767
collection_id    7767
Name: 2540, dtype: object-390180"
33060292.0,7959580.0,10.1073/pnas.2003094117,,6591,Formation of global self-beliefs in the human brain,neurovault,contrast confidence,T,images/6591/spmT_0001_2.nii.gz,6591,402635,39.0,trm_553ebfc390256,cnt_553ebfc3ab40d,,perceptual discrimination task,perception,6591-402635_spmT_0001_2.nii.gz,"collection_id    6591
collection_id    6591
Name: 2541, dtype: object-402635","33060292.0-collection_id    6591
collection_id    6591
Name: 2541, dtype: object-402635"
33060292.0,7959580.0,10.1073/pnas.2003094117,,6591,Formation of global self-beliefs in the human brain,neurovault,contrast confidenceHigherSPE,T,images/6591/spmT_0001_3.nii.gz,6591,402636,39.0,trm_553ebfc390256,cnt_553ebfc3ab40d,,perceptual discrimination task,perception,6591-402636_spmT_0001_3.nii.gz,"collection_id    6591
collection_id    6591
Name: 2542, dtype: object-402636","33060292.0-collection_id    6591
collection_id    6591
Name: 2542, dtype: object-402636"
33060292.0,7959580.0,10.1073/pnas.2003094117,,6591,Formation of global self-beliefs in the human brain,neurovault,contrast confidenceLowerSPE,T,images/6591/spmT_0001.nii.gz,6591,402633,39.0,trm_553ebfc390256,cnt_553ebfc3ab40d,,perceptual discrimination task,perception,6591-402633_spmT_0001.nii.gz,"collection_id    6591
collection_id    6591
Name: 2543, dtype: object-402633","33060292.0-collection_id    6591
collection_id    6591
Name: 2543, dtype: object-402633"
33060292.0,7959580.0,10.1073/pnas.2003094117,,6591,Formation of global self-beliefs in the human brain,neurovault,contrast global,T,images/6591/spmT_0001_1.nii.gz,6591,402634,39.0,trm_553ebfc390256,cnt_553ebfc3ab40d,,perceptual discrimination task,perception,6591-402634_spmT_0001_1.nii.gz,"collection_id    6591
collection_id    6591
Name: 2544, dtype: object-402634","33060292.0-collection_id    6591
collection_id    6591
Name: 2544, dtype: object-402634"
33524577.0,,10.1016/j.neuroimage.2021.117811,,7767,Cognitive and hormonal regulation of appetite for food presented in the olfactory and visual modalities,neurovault,vmPFC and bilateral striatum correlate with bids in the Natural condition,T,images/7767/spmT_BID_1.nii.gz,7767,390192,24.0,trm_4f2420b042165,,,reappraisal task,None / Other,7767-390192_spmT_BID_1.nii.gz,"collection_id    7767
collection_id    7767
Name: 2545, dtype: object-390192","33524577.0-collection_id    7767
collection_id    7767
Name: 2545, dtype: object-390192"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,Baseline SC > NEU,Z,images/7763/zstat1.nii.gz,7763,390233,17.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390233_zstat1.nii.gz,"collection_id    7763
collection_id    7763
Name: 2546, dtype: object-390233","32799058.0-collection_id    7763
collection_id    7763
Name: 2546, dtype: object-390233"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,Baseline SR > NEU,Z,images/7763/zstat1_1.nii.gz,7763,390235,17.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390235_zstat1_1.nii.gz,"collection_id    7763
collection_id    7763
Name: 2547, dtype: object-390235","32799058.0-collection_id    7763
collection_id    7763
Name: 2547, dtype: object-390235"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,Baseline SR > SC,Z,images/7763/zstat1_2.nii.gz,7763,390265,17.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390265_zstat1_2.nii.gz,"collection_id    7763
collection_id    7763
Name: 2548, dtype: object-390265","32799058.0-collection_id    7763
collection_id    7763
Name: 2548, dtype: object-390265"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,POST < PRE: SC > NEU,Z,images/7763/zstat1_4.nii.gz,7763,390267,13.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390267_zstat1_4.nii.gz,"collection_id    7763
collection_id    7763
Name: 2549, dtype: object-390267","32799058.0-collection_id    7763
collection_id    7763
Name: 2549, dtype: object-390267"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,POST < PRE: SR > NEU,Z,images/7763/zstat1_5.nii.gz,7763,390269,13.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390269_zstat1_5.nii.gz,"collection_id    7763
collection_id    7763
Name: 2550, dtype: object-390269","32799058.0-collection_id    7763
collection_id    7763
Name: 2550, dtype: object-390269"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,POST < PRE: SR > SC,Z,images/7763/zstat1_6.nii.gz,7763,390271,13.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390271_zstat1_6.nii.gz,"collection_id    7763
collection_id    7763
Name: 2551, dtype: object-390271","32799058.0-collection_id    7763
collection_id    7763
Name: 2551, dtype: object-390271"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,Linear regression: (post-pre) SCS vs (post-pre) SC > NEU,Z,images/7763/zstat1_7.nii.gz,7763,390274,11.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390274_zstat1_7.nii.gz,"collection_id    7763
collection_id    7763
Name: 2552, dtype: object-390274","32799058.0-collection_id    7763
collection_id    7763
Name: 2552, dtype: object-390274"
32799058.0,8100920.0,10.1016/j.pscychresns.2020.111155,,7763,Neural activations during self-related processing in patients with chronic pain and effects of a brief self-compassion training – a pilot study,neurovault,Linear Regression: (post-pre) SCS vs. (post-pre) SR > NEU,Z,images/7763/zstat1_8.nii.gz,7763,390275,11.0,trm_4f2420b042165,,,reappraisal task,None / Other,7763-390275_zstat1_8.nii.gz,"collection_id    7763
collection_id    7763
Name: 2553, dtype: object-390275","32799058.0-collection_id    7763
collection_id    7763
Name: 2553, dtype: object-390275"
32843342.0,7502732.0,,,8401,Finding the neural correlates of collaboration using a three-person fMRI hyperscanning paradigm,pubmed,collab indep draw,T,images/8401/collab-indep_draw.nii.gz,8401,394808,36.0,trm_4c898be57fcbc,,,drawing,None / Other,8401-394808_collab-indep_draw.nii.gz,"collection_id    8401
collection_id    8401
Name: 2555, dtype: object-394808","32843342.0-collection_id    8401
collection_id    8401
Name: 2555, dtype: object-394808"
32843342.0,7502732.0,,,8401,Finding the neural correlates of collaboration using a three-person fMRI hyperscanning paradigm,pubmed,follow lead draw,T,images/8401/follow-lead_draw.nii.gz,8401,394809,36.0,trm_4c898be57fcbc,,,drawing,None / Other,8401-394809_follow-lead_draw.nii.gz,"collection_id    8401
collection_id    8401
Name: 2556, dtype: object-394809","32843342.0-collection_id    8401
collection_id    8401
Name: 2556, dtype: object-394809"
32843342.0,7502732.0,,,8401,Finding the neural correlates of collaboration using a three-person fMRI hyperscanning paradigm,pubmed,indep collab draw,T,images/8401/indep-collab_draw.nii.gz,8401,394810,36.0,trm_4c898be57fcbc,,,drawing,None / Other,8401-394810_indep-collab_draw.nii.gz,"collection_id    8401
collection_id    8401
Name: 2557, dtype: object-394810","32843342.0-collection_id    8401
collection_id    8401
Name: 2557, dtype: object-394810"
32843342.0,7502732.0,,,8401,Finding the neural correlates of collaboration using a three-person fMRI hyperscanning paradigm,pubmed,passive act obs,T,images/8401/passive-act_obs.nii.gz,8401,394812,36.0,trm_4c898be57fcbc,,,drawing,None / Other,8401-394812_passive-act_obs.nii.gz,"collection_id    8401
collection_id    8401
Name: 2558, dtype: object-394812","32843342.0-collection_id    8401
collection_id    8401
Name: 2558, dtype: object-394812"
32843342.0,7502732.0,,,8401,Finding the neural correlates of collaboration using a three-person fMRI hyperscanning paradigm,pubmed,act passive obs,T,images/8401/act-passive_obs.nii.gz,8401,394806,36.0,trm_4c898be57fcbc,,,drawing,None / Other,8401-394806_act-passive_obs.nii.gz,"collection_id    8401
collection_id    8401
Name: 2559, dtype: object-394806","32843342.0-collection_id    8401
collection_id    8401
Name: 2559, dtype: object-394806"
32843342.0,7502732.0,,,8401,Finding the neural correlates of collaboration using a three-person fMRI hyperscanning paradigm,pubmed,lead follow draw,T,images/8401/lead-follow_draw.nii.gz,8401,394811,36.0,trm_4c898be57fcbc,,,drawing,None / Other,8401-394811_lead-follow_draw.nii.gz,"collection_id    8401
collection_id    8401
Name: 2560, dtype: object-394811","32843342.0-collection_id    8401
collection_id    8401
Name: 2560, dtype: object-394811"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_POvNPO_BingeGroup_+correlation,T,images/8400/spmT_ReactionTimeDiff_POvNPO_BingeGroup_+correlation.nii.gz,8400,394823,36.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394823_spmT_ReactionTimeDiff_POvNPO_BingeGroup_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2561, dtype: object-394823","33272905.0-collection_id    8400
collection_id    8400
Name: 2561, dtype: object-394823"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_POvNPO_NonbingeGroup_-correlation,T,images/8400/spmT_ReactionTimeDiff_POvNPO_NonbingeGroup_-correlation.nii.gz,8400,394824,35.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394824_spmT_ReactionTimeDiff_POvNPO_NonbingeGroup_-correlation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2562, dtype: object-394824","33272905.0-collection_id    8400
collection_id    8400
Name: 2562, dtype: object-394824"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_POvNPO_NonbingeGroup_+correlation,T,images/8400/spmT_ReactionTimeDiff_POvNPO_NonbingeGroup_+correlation.nii.gz,8400,394825,35.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394825_spmT_ReactionTimeDiff_POvNPO_NonbingeGroup_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2563, dtype: object-394825","33272905.0-collection_id    8400
collection_id    8400
Name: 2563, dtype: object-394825"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_PSvNPS_BingeGroup_-correlation,T,images/8400/spmT_ReactionTimeDiff_PSvNPS_BingeGroup_-correlation.nii.gz,8400,394826,36.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394826_spmT_ReactionTimeDiff_PSvNPS_BingeGroup_-correlation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2564, dtype: object-394826","33272905.0-collection_id    8400
collection_id    8400
Name: 2564, dtype: object-394826"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_PSvNPS_BingeGroup_+correlation,T,images/8400/spmT_ReactionTimeDiff_PSvNPS_BingeGroup_+correlation.nii.gz,8400,394827,36.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394827_spmT_ReactionTimeDiff_PSvNPS_BingeGroup_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2565, dtype: object-394827","33272905.0-collection_id    8400
collection_id    8400
Name: 2565, dtype: object-394827"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_PSvNPS_NonbingeGroup_-correlation,T,images/8400/spmT_ReactionTimeDiff_PSvNPS_NonbingeGroup_-correlation.nii.gz,8400,394828,35.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394828_spmT_ReactionTimeDiff_PSvNPS_NonbingeGroup_-correlation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2568, dtype: object-394828","33272905.0-collection_id    8400
collection_id    8400
Name: 2568, dtype: object-394828"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_ReactionTimeDiff_PSvNPS_NonbingeGroup_+correlation,T,images/8400/spmT_ReactionTimeDiff_PSvNPS_NonbingeGroup_+correlation.nii.gz,8400,394829,35.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394829_spmT_ReactionTimeDiff_PSvNPS_NonbingeGroup_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2569, dtype: object-394829","33272905.0-collection_id    8400
collection_id    8400
Name: 2569, dtype: object-394829"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,Self Concept Task: T-test Positive Self > Control,T,images/8413/spmT_0001_1.nii.gz,8413,394914,38.0,tsk_29IL64WzhiO9u,,,Self evaluation task,None / Other,8413-394914_spmT_0001_1.nii.gz,"collection_id    8413
collection_id    8413
Name: 2570, dtype: object-394914","34419488.0-collection_id    8413
collection_id    8413
Name: 2570, dtype: object-394914"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_AE_Dynamic>Static,T,images/8542/spmT_0001_6.nii.gz,8542,397882,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397882_spmT_0001_6.nii.gz,"collection_id    8542
collection_id    8542
Name: 2571, dtype: object-397882","34585450.0-collection_id    8542
collection_id    8542
Name: 2571, dtype: object-397882"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,Self Concept Task: T-test Control > Positive Self  ,T,images/8413/spmT_0002.nii.gz,8413,394915,38.0,tsk_29IL64WzhiO9u,,,Self evaluation task,None / Other,8413-394915_spmT_0002.nii.gz,"collection_id    8413
collection_id    8413
Name: 2572, dtype: object-394915","34419488.0-collection_id    8413
collection_id    8413
Name: 2572, dtype: object-394915"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,Self-concept Task: T-test Positive vs. Negative,T,images/8413/spmT_0001_2.nii.gz,8413,394916,38.0,tsk_29IL64WzhiO9u,,,Self evaluation task,None / Other,8413-394916_spmT_0001_2.nii.gz,"collection_id    8413
collection_id    8413
Name: 2573, dtype: object-394916","34419488.0-collection_id    8413
collection_id    8413
Name: 2573, dtype: object-394916"
